Date,Adj Close,Close,High,Low,Open,Volume
2023-05-08,0.8723300099372864,0.8723300099372864,0.8744800090789795,0.8716999888420105,0.8723300099372864,0
2023-05-09,0.8717700242996216,0.8717700242996216,0.8718199729919434,0.867900013923645,0.8717700242996216,0
2023-05-10,0.8684399724006653,0.8684399724006653,0.869949996471405,0.8671900033950806,0.8684399724006653,0
2023-05-11,0.8697999715805054,0.8697999715805054,0.8732600212097168,0.8661100268363953,0.8697999715805054,0
2023-05-12,0.8721100091934204,0.8721100091934204,0.8732100129127502,0.8693000078201294,0.8721100091934204,0
2023-05-15,0.8715800046920776,0.8715800046920776,0.8718199729919434,0.8679999709129333,0.8715800046920776,0
2023-05-16,0.8679999709129333,0.8679999709129333,0.8717799782752991,0.8679999709129333,0.8679999709129333,0
2023-05-17,0.8702399730682373,0.8702399730682373,0.8719599843025208,0.8675000071525574,0.8702399730682373,0
2023-05-18,0.8682100176811218,0.8682100176811218,0.8701199889183044,0.8670799732208252,0.8682100176811218,0
2023-05-19,0.8680700063705444,0.8680700063705444,0.8695999979972839,0.8669099807739258,0.8680700063705444,0
2023-05-22,0.8684800267219543,0.8684800267219543,0.8703500032424927,0.8680599927902222,0.8684800267219543,0
2023-05-23,0.869350016117096,0.869350016117096,0.8716999888420105,0.8671600222587585,0.869350016117096,0
2023-05-24,0.8672699928283691,0.8672699928283691,0.8708599805831909,0.8651300072669983,0.8672699928283691,0
2023-05-25,0.8694300055503845,0.8694300055503845,0.8705000281333923,0.8666800260543823,0.8694300055503845,0
2023-05-26,0.8705099821090698,0.8705099821090698,0.8709999918937683,0.8676000237464905,0.8705099821090698,0
2023-05-29,0.8684300184249878,0.8684300184249878,0.8694499731063843,0.8666999936103821,0.8684300184249878,0
2023-05-30,0.8670099973678589,0.8670099973678589,0.8672999739646912,0.8628000020980835,0.8670099973678589,0
2023-05-31,0.864579975605011,0.864579975605011,0.8647599816322327,0.8592000007629395,0.864579975605011,0
2023-06-01,0.8589000105857849,0.8589000105857849,0.8603699803352356,0.8567699790000916,0.8589000105857849,0
2023-06-02,0.8590199947357178,0.8590199947357178,0.8603399991989136,0.8579199910163879,0.8590199947357178,0
2023-06-05,0.8605599999427795,0.8605599999427795,0.86353999376297,0.8598999977111816,0.8605599999427795,0
2023-06-06,0.86149001121521,0.86149001121521,0.8624100089073181,0.860319972038269,0.86149001121521,0
2023-06-07,0.8607100248336792,0.8607100248336792,0.8611099720001221,0.858460009098053,0.8607100248336792,0
2023-06-08,0.8603600263595581,0.8603600263595581,0.861299991607666,0.8585000038146973,0.8603600263595581,0
2023-06-09,0.8583800196647644,0.8583800196647644,0.8589699864387512,0.854200005531311,0.8583800196647644,0
2023-06-12,0.8544899821281433,0.8544899821281433,0.8605999946594238,0.8539999723434448,0.8544899821281433,0
2023-06-13,0.8596600294113159,0.8596600294113159,0.8611800074577332,0.8554999828338623,0.8596600294113159,0
2023-06-14,0.8555700182914734,0.8555700182914734,0.8560100197792053,0.8540300130844116,0.8555700182914734,0
2023-06-15,0.8554099798202515,0.8554099798202515,0.8590800166130066,0.8543699979782104,0.8554099798202515,0
2023-06-16,0.8560500144958496,0.8560500144958496,0.856469988822937,0.8521000146865845,0.8560500144958496,0
2023-06-19,0.8525999784469604,0.8525999784469604,0.8539900183677673,0.8518000245094299,0.8525999784469604,0
2023-06-20,0.8537600040435791,0.8537600040435791,0.8580099940299988,0.8527399897575378,0.8537600040435791,0
2023-06-21,0.8553100228309631,0.8553100228309631,0.8606200218200684,0.8527200222015381,0.8553100228309631,0
2023-06-22,0.8607000112533569,0.8607000112533569,0.8634200096130371,0.858299970626831,0.8607000112533569,0
2023-06-23,0.8593999743461609,0.8593999743461609,0.860729992389679,0.853600025177002,0.8593999743461609,0
2023-06-26,0.8567500114440918,0.8567500114440918,0.8594200015068054,0.8543599843978882,0.8567500114440918,0
2023-06-27,0.8579699993133545,0.8579699993133545,0.8613100051879883,0.8569499850273132,0.8579699993133545,0
2023-06-28,0.8596600294113159,0.8596600294113159,0.8656899929046631,0.8593999743461609,0.8596600294113159,0
2023-06-29,0.8632500171661377,0.8632500171661377,0.8644000291824341,0.8621000051498413,0.8632500171661377,0
2023-06-30,0.8614799976348877,0.8614799976348877,0.8616600036621094,0.8575000166893005,0.8614799976348877,0
2023-07-03,0.8592600226402283,0.8592600226402283,0.8604999780654907,0.8579999804496765,0.8592600226402283,0
2023-07-04,0.8597300052642822,0.8597300052642822,0.8596900105476379,0.8558400273323059,0.8597300052642822,0
2023-07-05,0.8553799986839294,0.8553799986839294,0.8575000166893005,0.8547000288963318,0.8553799986839294,0
2023-07-06,0.8543999791145325,0.8543999791145325,0.8562800288200378,0.8521000146865845,0.8543999791145325,0
2023-07-07,0.8546000123023987,0.8546000123023987,0.8553500175476074,0.8525599837303162,0.8546000123023987,0
2023-07-10,0.8543999791145325,0.8543999791145325,0.8583199977874756,0.8541899919509888,0.8543999791145325,0
2023-07-11,0.8554999828338623,0.8554999828338623,0.8560600280761719,0.8504499793052673,0.8554999828338623,0
2023-07-12,0.8511999845504761,0.8511999845504761,0.8563200235366821,0.8504999876022339,0.8511999845504761,0
2023-07-13,0.857200026512146,0.857200026512146,0.8574000000953674,0.853380024433136,0.857200026512146,0
2023-07-14,0.8548300266265869,0.8548300266265869,0.857200026512146,0.8547000288963318,0.8548300266265869,0
2023-07-17,0.8576700091362,0.8576700091362,0.8597099781036377,0.8570299744606018,0.8576700091362,0
2023-07-18,0.8596400022506714,0.8596400022506714,0.8606899976730347,0.8577200174331665,0.8596400022506714,0
2023-07-19,0.8613799810409546,0.8613799810409546,0.8700600266456604,0.861240029335022,0.8613799810409546,0
2023-07-20,0.8660399913787842,0.8660399913787842,0.8696900010108948,0.8659399747848511,0.8660399913787842,0
2023-07-21,0.8649399876594543,0.8649399876594543,0.8678600192070007,0.863349974155426,0.8649399876594543,0
2023-07-24,0.8655099868774414,0.8655099868774414,0.8655499815940857,0.8619499802589417,0.8655099868774414,0
2023-07-25,0.8633999824523926,0.8633999824523926,0.863610029220581,0.8581799864768982,0.8633999824523926,0
2023-07-26,0.8569899797439575,0.8569899797439575,0.8586000204086304,0.8560000061988831,0.8569899797439575,0
2023-07-27,0.856939971446991,0.856939971446991,0.8598600029945374,0.8544999957084656,0.856939971446991,0
2023-07-28,0.8580800294876099,0.8580800294876099,0.8587499856948853,0.854960024356842,0.8580800294876099,0
2023-07-31,0.8575999736785889,0.8575999736785889,0.859000027179718,0.8561599850654602,0.8575999736785889,0
2023-08-01,0.8568699955940247,0.8568699955940247,0.8606100082397461,0.8550400137901306,0.8568699955940247,0
2023-08-02,0.8602399826049805,0.8602399826049805,0.8628299832344055,0.8584499955177307,0.8602399826049805,0
2023-08-03,0.860319972038269,0.860319972038269,0.8653900027275085,0.8596900105476379,0.860319972038269,0
2023-08-04,0.8611000180244446,0.8611000180244446,0.8647400140762329,0.8600500226020813,0.8611000180244446,0
2023-08-07,0.8630599975585938,0.8630599975585938,0.8635299801826477,0.8605999946594238,0.8630599975585938,0
2023-08-08,0.8607800006866455,0.8607800006866455,0.8623800277709961,0.8601800203323364,0.8607800006866455,0
2023-08-09,0.860040009021759,0.860040009021759,0.8634399771690369,0.8589000105857849,0.860040009021759,0
2023-08-10,0.8629500269889832,0.8629500269889832,0.8660299777984619,0.8626000285148621,0.8629500269889832,0
2023-08-11,0.8666899800300598,0.8666899800300598,0.8668000102043152,0.8625900149345398,0.8666899800300598,0
2023-08-14,0.8620700240135193,0.8620700240135193,0.8632299900054932,0.8601700067520142,0.8620700240135193,0
2023-08-15,0.8597000241279602,0.8597000241279602,0.8609200119972229,0.8575000166893005,0.8597000241279602,0
2023-08-16,0.858299970626831,0.858299970626831,0.8593000173568726,0.8549399971961975,0.858299970626831,0
2023-08-17,0.8543499708175659,0.8543499708175659,0.8555899858474731,0.8526300191879272,0.8543499708175659,0
2023-08-18,0.8529000282287598,0.8529000282287598,0.8557000160217285,0.8526999950408936,0.8529000282287598,0
2023-08-21,0.8534799814224243,0.8534799814224243,0.856220006942749,0.8532800078392029,0.8534799814224243,0
2023-08-22,0.8539999723434448,0.8539999723434448,0.8546000123023987,0.8514000177383423,0.8539999723434448,0
2023-08-23,0.8518000245094299,0.8518000245094299,0.856469988822937,0.8494200110435486,0.8518000245094299,0
2023-08-24,0.8541300296783447,0.8541300296783447,0.8577200174331665,0.8537799715995789,0.8541300296783447,0
2023-08-25,0.8574900031089783,0.8574900031089783,0.8583899736404419,0.8559799790382385,0.8574900031089783,0
2023-08-28,0.8575999736785889,0.8575999736785889,0.8598200082778931,0.8572999835014343,0.8575999736785889,0
2023-08-29,0.8583599925041199,0.8583599925041199,0.8606200218200684,0.8565800189971924,0.8583599925041199,0
2023-08-30,0.8600800037384033,0.8600800037384033,0.8609399795532227,0.8583599925041199,0.8600800037384033,0
2023-08-31,0.859749972820282,0.859749972820282,0.8597599864006042,0.8554999828338623,0.859749972820282,0
2023-09-01,0.8556399941444397,0.8556399941444397,0.8572400212287903,0.8547700047492981,0.8556399941444397,0
2023-09-04,0.8557999730110168,0.8557999730110168,0.85589998960495,0.8543499708175659,0.8557999730110168,0
2023-09-05,0.8548700213432312,0.8548700213432312,0.8575999736785889,0.8524699807167053,0.8548700213432312,0
2023-09-06,0.8531200289726257,0.8531200289726257,0.8575599789619446,0.8528000116348267,0.8531200289726257,0
2023-09-07,0.8579699993133545,0.8579699993133545,0.8600000143051147,0.8572700023651123,0.8579699993133545,0
2023-09-08,0.857450008392334,0.857450008392334,0.8588600158691406,0.8568500280380249,0.857450008392334,0
2023-09-11,0.8580700159072876,0.8580700159072876,0.8581200242042542,0.8558099865913391,0.8580700159072876,0
2023-09-12,0.8591899871826172,0.8591899871826172,0.8599399924278259,0.8571799993515015,0.8591899871826172,0
2023-09-13,0.8607000112533569,0.8607000112533569,0.8629999756813049,0.8590899705886841,0.8607000112533569,0
2023-09-14,0.859279990196228,0.859279990196228,0.8613799810409546,0.8578299880027771,0.859279990196228,0
2023-09-15,0.8575500249862671,0.8575500249862671,0.8613899946212769,0.8568999767303467,0.8575500249862671,0
2023-09-18,0.8604599833488464,0.8604599833488464,0.8625800013542175,0.8597000241279602,0.8604599833488464,0
2023-09-19,0.8633800148963928,0.8633800148963928,0.8635900020599365,0.8618299961090088,0.8633800148963928,0
2023-09-20,0.8618299961090088,0.8618299961090088,0.8658999800682068,0.8616999983787537,0.8618299961090088,0
2023-09-21,0.8639100193977356,0.8639100193977356,0.8687499761581421,0.8627200126647949,0.8639100193977356,0
2023-09-22,0.8671200275421143,0.8671200275421143,0.869949996471405,0.866129994392395,0.8671200275421143,0
2023-09-25,0.8697500228881836,0.8697500228881836,0.8701500296592712,0.8666999936103821,0.8697500228881836,0
2023-09-26,0.867110013961792,0.867110013961792,0.8705000281333923,0.8666999936103821,0.867110013961792,0
2023-09-27,0.8700299859046936,0.8700299859046936,0.8702300190925598,0.8657400012016296,0.8700299859046936,0
2023-09-28,0.8656200170516968,0.8656200170516968,0.8660200238227844,0.8630200028419495,0.8656200170516968,0
2023-09-29,0.8653900027275085,0.8653900027275085,0.8679599761962891,0.8641600012779236,0.8653900027275085,0
2023-10-02,0.866349995136261,0.866349995136261,0.8673999905586243,0.8652399778366089,0.866349995136261,0
2023-10-03,0.8667399883270264,0.8667399883270264,0.8690999746322632,0.8660100102424622,0.8667399883270264,0
2023-10-04,0.8667200207710266,0.8667200207710266,0.8680800199508667,0.8640199899673462,0.8667200207710266,0
2023-10-05,0.8656100034713745,0.8656100034713745,0.8673800230026245,0.8648300170898438,0.8656100034713745,0
2023-10-06,0.8652899861335754,0.8652899861335754,0.8662400245666504,0.8640499711036682,0.8652899861335754,0
2023-10-09,0.8646600246429443,0.8646600246429443,0.8656899929046631,0.8632500171661377,0.8646600246429443,0
2023-10-10,0.8635299801826477,0.8635299801826477,0.8650699853897095,0.8630499839782715,0.8635299801826477,0
2023-10-11,0.8628299832344055,0.8628299832344055,0.8642399907112122,0.8616200089454651,0.8628299832344055,0
2023-10-12,0.8624899983406067,0.8624899983406067,0.8642600178718567,0.8621100187301636,0.8624899983406067,0
2023-10-13,0.8647699952125549,0.8647699952125549,0.8654999732971191,0.863290011882782,0.8647699952125549,0
2023-10-16,0.8656200170516968,0.8656200170516968,0.867110013961792,0.8644000291824341,0.8656200170516968,0
2023-10-17,0.864139974117279,0.864139974117279,0.8689900040626526,0.8629999756813049,0.864139974117279,0
2023-10-18,0.8680999875068665,0.8680999875068665,0.8687999844551086,0.8659999966621399,0.8680999875068665,0
2023-10-19,0.8678200244903564,0.8678200244903564,0.8717100024223328,0.8675100207328796,0.8678200244903564,0
2023-10-20,0.8720899820327759,0.8720899820327759,0.8738999962806702,0.8707799911499023,0.8720899820327759,0
2023-10-23,0.8705400228500366,0.8705400228500366,0.8724700212478638,0.8697999715805054,0.8705400228500366,0
2023-10-24,0.8708999752998352,0.8708999752998352,0.8711100220680237,0.868149995803833,0.8708999752998352,0
2023-10-25,0.8711299896240234,0.8711299896240234,0.8725699782371521,0.8702999949455261,0.8711299896240234,0
2023-10-26,0.873009979724884,0.873009979724884,0.8733800053596497,0.8690000176429749,0.873009979724884,0
2023-10-27,0.8704100251197815,0.8704100251197815,0.8720399737358093,0.8694999814033508,0.8704100251197815,0
2023-10-30,0.8719000220298767,0.8719000220298767,0.8740299940109253,0.8705999851226807,0.8719000220298767,0
